"No.","Time","Source","Destination","Protocol","Length","Info"
"135681","260.449512","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1897427 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135682","260.449512","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1898887 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135683","260.449512","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1900347 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135684","260.449512","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1901807 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135685","260.449512","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135686","260.449512","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1904712 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135687","260.449706","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1906172 Win=1065728 Len=0"
"135688","260.450515","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1906172 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135689","260.450515","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1907632 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135690","260.450515","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1909092 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135691","260.450629","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1910552 Win=1065728 Len=0"
"135692","260.451311","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135693","260.451431","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1911997 Win=1064192 Len=0"
"135694","260.452444","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1911997 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135695","260.452444","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1913457 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135696","260.452444","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1914917 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135697","260.452444","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1916377 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135698","260.452444","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135699","260.452546","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1919282 Win=1065728 Len=0"
"135700","260.454012","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1919282 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135701","260.454012","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1920742 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135702","260.454012","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1922202 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135703","260.454012","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1923662 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135704","260.454012","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135705","260.454012","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1926567 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135706","260.454718","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1928027 Win=1065728 Len=0"
"135707","260.459658","10.0.0.159","75.75.75.75","DNS","75","Standard query 0x1822 AAAA knrpc.olark.com"
"135708","260.459745","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1928027 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135709","260.459852","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1929487 Win=1065728 Len=0"
"135710","260.460459","10.0.0.159","75.75.75.75","DNS","75","Standard query 0x00c1 A knrpc.olark.com"
"135711","260.461118","10.0.0.159","75.75.75.75","DNS","75","Standard query 0x66bb HTTPS knrpc.olark.com"
"135712","260.462719","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1929487 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135713","260.462719","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1930947 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135714","260.462719","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135715","260.462719","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1933852 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135716","260.462893","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1935312 Win=1065728 Len=0"
"135717","260.463577","10.0.0.159","192.229.163.53","TLSv1.3","142","Application Data"
"135718","260.463734","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1935312 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135719","260.463734","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1936772 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135720","260.463734","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1938232 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135721","260.463734","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135722","260.463840","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1941137 Win=1065728 Len=0"
"135723","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1941137 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135724","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1942597 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135725","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1944057 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135726","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1945517 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135727","260.465327","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135728","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1948422 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135729","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1949882 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135730","260.465327","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1951342 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135731","260.465488","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1952802 Win=1065728 Len=0"
"135733","260.470794","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1952802 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135734","260.470794","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135735","260.470794","75.75.75.75","10.0.0.159","DNS","146","Standard query response 0xa2ee AAAA www.adsensecustomsearchads.com CNAME www3.l.google.com AAAA 2607:f8b0:4006:824::200e"
"135736","260.470794","150.250.77.84","10.0.0.159","TCP","60","443  >  57771 [ACK] Seq=5200 Ack=1906 Win=128000 Len=0"
"135737","260.470794","75.75.75.75","10.0.0.159","DNS","134","Standard query response 0x8b25 A www.adsensecustomsearchads.com CNAME www3.l.google.com A 142.250.81.238"
"135738","260.470794","13.107.42.14","10.0.0.159","TCP","60","443  >  57770 [ACK] Seq=4592 Ack=2261 Win=4194304 Len=0"
"135739","260.470794","108.138.106.47","10.0.0.159","TCP","60","443  >  57775 [ACK] Seq=1 Ack=1823 Win=69632 Len=0"
"135740","260.470794","108.138.106.47","10.0.0.159","TCP","60","443  >  57774 [ACK] Seq=1 Ack=1823 Win=69632 Len=0"
"135741","260.470794","108.138.106.47","10.0.0.159","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"135742","260.470967","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1955707 Win=1065728 Len=0"
"135743","260.471608","108.138.106.47","10.0.0.159","TCP","1494","443  >  57774 [PSH, ACK] Seq=1441 Ack=1823 Win=69632 Len=1440 [TCP segment of a reassembled PDU]"
"135744","260.471608","108.138.106.47","10.0.0.159","TCP","1494","443  >  57774 [ACK] Seq=2881 Ack=1823 Win=69632 Len=1440 [TCP segment of a reassembled PDU]"
"135745","260.471608","13.107.42.14","10.0.0.159","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"135746","260.471608","13.107.42.14","10.0.0.159","TLSv1.2","123","Application Data"
"135747","260.471608","108.138.106.47","10.0.0.159","TLSv1.3","1494","Application Data"
"135748","260.471608","108.138.106.47","10.0.0.159","TLSv1.3","346","Application Data, Application Data"
"135749","260.471608","74.125.250.129","10.0.0.159","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 69.248.132.39:64039"
"135750","260.471709","10.0.0.159","108.138.106.47","TCP","54","57774  >  443 [ACK] Seq=1823 Ack=6053 Win=66048 Len=0"
"135751","260.471786","10.0.0.159","13.107.42.14","TCP","54","57770  >  443 [ACK] Seq=3837 Ack=5003 Win=65792 Len=0"
"135752","260.472412","10.0.0.159","108.138.106.47","TLSv1.3","118","Change Cipher Spec, Application Data"
"135753","260.472895","10.0.0.159","13.107.42.14","TLSv1.2","92","Application Data"
"135754","260.472974","10.0.0.159","108.138.106.47","TLSv1.3","146","Application Data"
"135755","260.473054","10.0.0.159","108.138.106.47","TCP","54","57775  >  443 [FIN, ACK] Seq=1823 Ack=1 Win=66048 Len=0"
"135756","260.473416","10.0.0.159","108.138.106.47","TLSv1.3","538","Application Data"
"135757","260.473505","10.0.0.159","108.138.106.47","TLSv1.3","137","Application Data"
"135758","260.473635","75.75.75.75","10.0.0.159","DNS","168","Standard query response 0x0901 HTTPS www.adsensecustomsearchads.com CNAME www3.l.google.com SOA ns1.google.com"
"135760","260.476254","150.250.77.84","10.0.0.159","TLSv1.2","129","Change Cipher Spec, Encrypted Handshake Message"
"135761","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1955707 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135762","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1957167 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135763","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1958627 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135764","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1960087 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135765","260.476254","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135766","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1962992 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135767","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1964452 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135768","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1965912 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135769","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1967372 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135770","260.476254","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135771","260.476254","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1970277 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135772","260.476441","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1971737 Win=1065728 Len=0"
"135773","260.476958","10.0.0.159","150.250.77.84","TLSv1.2","763","Application Data"
"135774","260.477189","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1971737 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135775","260.477189","150.250.77.84","10.0.0.159","TLSv1.2","643","Application Data"
"135776","260.477189","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1973786 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135777","260.477264","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1975246 Win=1065728 Len=0"
"135778","260.481194","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1975246 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135779","260.481194","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1976706 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135780","260.481194","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1978166 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135781","260.481328","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1979626 Win=1065728 Len=0"
"135782","260.483540","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135783","260.483540","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1981071 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135784","260.483540","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1982531 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135785","260.483540","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1983991 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135786","260.483540","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1985451 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135787","260.483540","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135788","260.483540","13.107.42.14","10.0.0.159","TCP","60","443  >  57770 [ACK] Seq=5003 Ack=3800 Win=4194560 Len=0"
"135789","260.483540","13.107.42.14","10.0.0.159","TLSv1.2","92","Application Data"
"135790","260.483540","108.138.106.47","10.0.0.159","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"135791","260.483540","108.138.106.47","10.0.0.159","TCP","1494","443  >  57775 [PSH, ACK] Seq=1441 Ack=1823 Win=69632 Len=1440 [TCP segment of a reassembled PDU]"
"135792","260.483540","108.138.106.47","10.0.0.159","TCP","1494","443  >  57775 [ACK] Seq=2881 Ack=1823 Win=69632 Len=1440 [TCP segment of a reassembled PDU]"
"135793","260.483540","108.138.106.47","10.0.0.159","TLSv1.3","1494","Application Data"
"135794","260.483991","10.0.0.159","108.138.106.47","TCP","54","57775  >  443 [RST, ACK] Seq=1824 Ack=1441 Win=0 Len=0"
"135795","260.484739","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=1988356 Win=1065728 Len=0"
"135796","260.485586","108.138.106.47","10.0.0.159","TLSv1.3","346","Application Data, Application Data"
"135797","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1988356 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135798","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1989816 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135799","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1991276 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135800","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1992736 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135801","260.486094","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135802","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1995641 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135803","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1997101 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135804","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=1998561 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135805","260.486094","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2000021 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135806","260.486225","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=2001481 Win=1065728 Len=0"
"135807","260.487591","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135808","260.487591","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2002926 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135809","260.487591","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2004386 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135810","260.487591","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2005846 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135811","260.487737","10.0.0.159","150.250.77.84","TCP","54","57730  >  443 [ACK] Seq=11229 Ack=2007306 Win=1065728 Len=0"
"135812","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2007306 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135813","260.492803","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135814","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2010211 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135815","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2011671 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135816","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2013131 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135817","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2014591 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135818","260.492803","150.250.77.84","10.0.0.159","TLSv1.2","1499","Application Data"
"135819","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2017496 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135820","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2018956 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135821","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2020416 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
"135822","260.492803","150.250.77.84","10.0.0.159","TCP","1514","443  >  57730 [ACK] Seq=2021876 Ack=11229 Win=129536 Len=1460 [TCP segment of a reassembled PDU]"
